,08_16_2021,vortag,vorwoche,neu
Altenbeken,387,386,384,1
Bad Lippspringe,689,682,671,7
Bad Wünnenberg,550,549,547,1
Borchen,441,442,441,-1
Büren,622,615,608,7
Delbrück,1321,1314,1298,7
Hövelhof,668,664,661,4
Lichtenau,262,262,259,0
Paderborn,5393,5343,5284,50
Salzkotten,774,767,763,7
