,07_14_2021,vortag,vorwoche,neu
Altenbeken,375,375,375,0
Bad Lippspringe,660,660,657,0
Bad Wünnenberg,524,523,523,1
Borchen,435,434,433,1
Büren,585,584,580,1
Delbrück,1269,1268,1268,1
Hövelhof,649,649,649,0
Lichtenau,257,257,257,0
Paderborn,5123,5123,5117,0
Salzkotten,742,743,739,-1
