,07_19_2021,vortag,vorwoche,neu
Altenbeken,378,376,375,2
Bad Lippspringe,660,660,660,0
Bad Wünnenberg,524,524,523,0
Borchen,436,435,433,1
Büren,587,587,580,0
Delbrück,1273,1271,1268,2
Hövelhof,649,649,649,0
Lichtenau,257,257,257,0
Paderborn,5127,5127,5120,0
Salzkotten,744,743,742,1
