,07_15_2021,vortag,vorwoche,neu
Altenbeken,376,375,375,1
Bad Lippspringe,660,660,660,0
Bad Wünnenberg,524,524,523,0
Borchen,435,435,433,0
Büren,586,585,580,1
Delbrück,1270,1269,1268,1
Hövelhof,649,649,649,0
Lichtenau,257,257,257,0
Paderborn,5125,5123,5119,2
Salzkotten,743,742,741,1
