,10_05_2021,vortag,vorwoche,neu
Altenbeken,440,440,441,0
Bad Lippspringe,804,804,798,0
Bad Wünnenberg,608,606,599,2
Borchen,474,473,473,1
Büren,678,678,677,0
Delbrück,1545,1545,1530,0
Hövelhof,787,786,781,1
Lichtenau,308,308,307,0
Paderborn,6239,6233,6205,6
Salzkotten,946,945,932,1
