,09_28_2021,vortag,vorwoche,neu
Altenbeken,441,441,435,0
Bad Lippspringe,798,796,788,2
Bad Wünnenberg,599,599,595,0
Borchen,473,472,467,1
Büren,677,676,670,1
Delbrück,1530,1529,1522,1
Hövelhof,781,780,759,1
Lichtenau,307,307,304,0
Paderborn,6205,6193,6131,12
Salzkotten,932,932,911,0
