,09_02_2021,vortag,vorwoche,neu
Altenbeken,396,394,391,2
Bad Lippspringe,740,738,718,2
Bad Wünnenberg,569,567,563,2
Borchen,453,452,446,1
Büren,635,632,626,3
Delbrück,1423,1402,1365,21
Hövelhof,699,692,688,7
Lichtenau,280,277,268,3
Paderborn,5814,5779,5633,35
Salzkotten,851,843,803,8
