,07_13_2021,vortag,vorwoche,neu
Altenbeken,375,375,375,0
Bad Lippspringe,660,660,657,0
Bad Wünnenberg,523,523,525,0
Borchen,434,433,433,1
Büren,584,580,588,4
Delbrück,1268,1268,1268,0
Hövelhof,649,649,649,0
Lichtenau,257,257,257,0
Paderborn,5123,5120,5119,3
Salzkotten,743,742,738,1
