,09_23_2021,vortag,vorwoche,neu
Altenbeken,440,438,426,2
Bad Lippspringe,792,791,780,1
Bad Wünnenberg,595,595,592,0
Borchen,470,468,466,2
Büren,673,672,668,1
Delbrück,1529,1528,1507,1
Hövelhof,768,767,751,1
Lichtenau,306,305,301,1
Paderborn,6149,6141,6079,8
Salzkotten,920,914,905,6
