,07_12_2021,vortag,vorwoche,neu
Altenbeken,375,375,375,0
Bad Lippspringe,660,660,657,0
Bad Wünnenberg,523,523,523,0
Borchen,433,433,433,0
Büren,580,580,577,0
Delbrück,1268,1268,1268,0
Hövelhof,649,649,647,0
Lichtenau,257,257,257,0
Paderborn,5120,5119,5117,1
Salzkotten,742,741,736,1
