,11_02_2021,vortag,vorwoche,neu
Altenbeken,465,460,451,5
Bad Lippspringe,845,838,831,7
Bad Wünnenberg,621,618,615,3
Borchen,490,489,483,1
Büren,720,711,687,9
Delbrück,1654,1639,1617,15
Hövelhof,812,809,803,3
Lichtenau,321,320,320,1
Paderborn,6566,6514,6424,52
Salzkotten,992,989,976,3
