,08_06_2021,vortag,vorwoche,neu
Altenbeken,384,384,383,0
Bad Lippspringe,668,668,665,0
Bad Wünnenberg,544,542,530,2
Borchen,439,439,437,0
Büren,608,607,598,1
Delbrück,1292,1289,1283,3
Hövelhof,658,657,651,1
Lichtenau,259,259,258,0
Paderborn,5256,5237,5183,19
Salzkotten,759,756,756,3
