,07_21_2021,vortag,vorwoche,neu
Altenbeken,379,379,375,0
Bad Lippspringe,661,660,660,1
Bad Wünnenberg,526,526,524,0
Borchen,436,436,435,0
Büren,589,588,585,1
Delbrück,1276,1274,1269,2
Hövelhof,649,649,649,0
Lichtenau,257,257,257,0
Paderborn,5138,5130,5123,8
Salzkotten,750,750,742,0
