,07_11_2021
Altenbeken,375
Bad Lippspringe,660
Bad Wünnenberg,523
Borchen,433
Büren,580
Delbrück,1268
Hövelhof,649
Lichtenau,257
Paderborn,5119
Salzkotten,741
