,"""Infizierte_7_Tage"""
Altena,8
Balve,8
Halver,31
Hemer,43
Herscheid,12
Iserlohn,103
Kierspe,74
Lüdenscheid,95
Meinerzhagen,18
Menden,67
Nachrodt-Wiblingwerde,4
Neuenrade,19
Plettenberg,29
Schalksmühle,10
Werdohl,23
