,"""Infizierte_7_Tage"""
Altena,14
Balve,12
Halver,17
Hemer,41
Herscheid,9
Iserlohn,135
Kierspe,34
Lüdenscheid,127
Meinerzhagen,26
Menden,65
Nachrodt-Wiblingwerde,7
Neuenrade,16
Plettenberg,40
Schalksmühle,7
Werdohl,57
