,"""Infizierte_7_Tage"""
Altena,78
Balve,36
Halver,86
Hemer,116
Herscheid,23
Iserlohn,234
Kierspe,101
Lüdenscheid,317
Meinerzhagen,86
Menden,117
Nachrodt-Wiblingwerde,24
Neuenrade,36
Plettenberg,64
Schalksmühle,38
Werdohl,62
