,"""Infizierte_7_Tage"""
Altena,5
Balve,11
Halver,24
Hemer,51
Herscheid,22
Iserlohn,61
Kierspe,28
Lüdenscheid,87
Meinerzhagen,26
Menden,38
Nachrodt-Wiblingwerde,5
Neuenrade,7
Plettenberg,26
Schalksmühle,4
Werdohl,17
