,"""Infizierte_7_Tage"""
Altena,120
Balve,20
Halver,65
Hemer,128
Herscheid,9
Iserlohn,270
Kierspe,38
Lüdenscheid,263
Meinerzhagen,64
Menden,87
Nachrodt-Wiblingwerde,17
Neuenrade,19
Plettenberg,61
Schalksmühle,25
Werdohl,37
