,"""Infizierte_7_Tage"""
Altena,9
Balve,1
Halver,3
Hemer,9
Herscheid,2
Iserlohn,53
Kierspe,12
Lüdenscheid,69
Meinerzhagen,17
Menden,10
Nachrodt-Wiblingwerde,4
Neuenrade,6
Plettenberg,19
Schalksmühle,0
Werdohl,38
