,"""Infizierte_7_Tage"""
Altena,59
Balve,38
Halver,79
Hemer,105
Herscheid,22
Iserlohn,241
Kierspe,106
Lüdenscheid,294
Meinerzhagen,85
Menden,101
Nachrodt-Wiblingwerde,24
Neuenrade,41
Plettenberg,81
Schalksmühle,37
Werdohl,47
