,"""Infizierte_7_Tage"""
Altena,51
Balve,24
Halver,85
Hemer,114
Herscheid,16
Iserlohn,220
Kierspe,116
Lüdenscheid,274
Meinerzhagen,82
Menden,112
Nachrodt-Wiblingwerde,21
Neuenrade,34
Plettenberg,92
Schalksmühle,26
Werdohl,60
