,"""Infizierte_7_Tage"""
Altena,39
Balve,19
Halver,69
Hemer,91
Herscheid,23
Iserlohn,205
Kierspe,129
Lüdenscheid,249
Meinerzhagen,59
Menden,114
Nachrodt-Wiblingwerde,15
Neuenrade,25
Plettenberg,33
Schalksmühle,21
Werdohl,54
