,"""Infizierte_7_Tage"""
Altena,5
Balve,7
Halver,23
Hemer,30
Herscheid,18
Iserlohn,153
Kierspe,20
Lüdenscheid,129
Meinerzhagen,17
Menden,33
Nachrodt-Wiblingwerde,4
Neuenrade,8
Plettenberg,31
Schalksmühle,5
Werdohl,24
