,"""Infizierte_7_Tage"""
Altena,5
Balve,17
Halver,6
Hemer,13
Herscheid,2
Iserlohn,57
Kierspe,14
Lüdenscheid,44
Meinerzhagen,17
Menden,16
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,10
Schalksmühle,1
Werdohl,2
