,"""Infizierte_7_Tage"""
Altena,9
Balve,2
Halver,22
Hemer,13
Herscheid,8
Iserlohn,76
Kierspe,7
Lüdenscheid,66
Meinerzhagen,12
Menden,23
Nachrodt-Wiblingwerde,1
Neuenrade,4
Plettenberg,21
Schalksmühle,3
Werdohl,8
