,"""Infizierte_7_Tage"""
Altena,49
Balve,20
Halver,85
Hemer,103
Herscheid,17
Iserlohn,219
Kierspe,118
Lüdenscheid,254
Meinerzhagen,82
Menden,123
Nachrodt-Wiblingwerde,19
Neuenrade,32
Plettenberg,78
Schalksmühle,22
Werdohl,59
