,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,2
Hemer,4
Herscheid,2
Iserlohn,17
Kierspe,5
Lüdenscheid,34
Meinerzhagen,14
Menden,1
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,4
Schalksmühle,0
Werdohl,35
