,"""Infizierte_7_Tage"""
Altena,199
Balve,126
Halver,345
Hemer,743
Herscheid,150
Iserlohn,1819
Kierspe,414
Lüdenscheid,1424
Meinerzhagen,434
Menden,965
Nachrodt-Wiblingwerde,107
Neuenrade,119
Plettenberg,464
Schalksmühle,178
Werdohl,329
