,"""Infizierte_7_Tage"""
Altena,7
Balve,14
Halver,23
Hemer,10
Herscheid,5
Iserlohn,129
Kierspe,19
Lüdenscheid,108
Meinerzhagen,13
Menden,41
Nachrodt-Wiblingwerde,4
Neuenrade,9
Plettenberg,26
Schalksmühle,2
Werdohl,28
