,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,1
Hemer,10
Herscheid,0
Iserlohn,17
Kierspe,1
Lüdenscheid,7
Meinerzhagen,2
Menden,4
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,4
Schalksmühle,1
Werdohl,1
