,"""Infizierte_7_Tage"""
Altena,9
Balve,0
Halver,2
Hemer,1
Herscheid,0
Iserlohn,5
Kierspe,1
Lüdenscheid,11
Meinerzhagen,1
Menden,4
Nachrodt-Wiblingwerde,0
Neuenrade,1
Plettenberg,8
Schalksmühle,0
Werdohl,5
