,"""Infizierte_7_Tage"""
Altena,4
Balve,0
Halver,3
Hemer,4
Herscheid,1
Iserlohn,17
Kierspe,8
Lüdenscheid,50
Meinerzhagen,17
Menden,2
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,5
Schalksmühle,0
Werdohl,54
