,"""Infizierte_7_Tage"""
Altena,0
Balve,1
Halver,0
Hemer,3
Herscheid,1
Iserlohn,16
Kierspe,1
Lüdenscheid,12
Meinerzhagen,0
Menden,3
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,1
