,"""Infizierte_7_Tage"""
Altena,5
Balve,7
Halver,16
Hemer,32
Herscheid,19
Iserlohn,150
Kierspe,21
Lüdenscheid,113
Meinerzhagen,19
Menden,32
Nachrodt-Wiblingwerde,3
Neuenrade,8
Plettenberg,32
Schalksmühle,5
Werdohl,25
