,"""Infizierte_7_Tage"""
Altena,9
Balve,3
Halver,5
Hemer,13
Herscheid,4
Iserlohn,51
Kierspe,14
Lüdenscheid,56
Meinerzhagen,14
Menden,12
Nachrodt-Wiblingwerde,3
Neuenrade,7
Plettenberg,6
Schalksmühle,2
Werdohl,6
