,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,0
Hemer,8
Herscheid,0
Iserlohn,22
Kierspe,7
Lüdenscheid,29
Meinerzhagen,6
Menden,10
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,6
Schalksmühle,0
Werdohl,10
