,"""Infizierte_7_Tage"""
Altena,6
Balve,0
Halver,12
Hemer,15
Herscheid,1
Iserlohn,84
Kierspe,29
Lüdenscheid,76
Meinerzhagen,29
Menden,25
Nachrodt-Wiblingwerde,2
Neuenrade,5
Plettenberg,15
Schalksmühle,1
Werdohl,11
