,"""Infizierte_7_Tage"""
Altena,6
Balve,4
Halver,6
Hemer,13
Herscheid,2
Iserlohn,55
Kierspe,18
Lüdenscheid,64
Meinerzhagen,19
Menden,13
Nachrodt-Wiblingwerde,5
Neuenrade,1
Plettenberg,7
Schalksmühle,2
Werdohl,9
