,"""Infizierte_7_Tage"""
Altena,181
Balve,137
Halver,263
Hemer,630
Herscheid,144
Iserlohn,1659
Kierspe,245
Lüdenscheid,1181
Meinerzhagen,407
Menden,735
Nachrodt-Wiblingwerde,76
Neuenrade,93
Plettenberg,500
Schalksmühle,132
Werdohl,319
