,"""Infizierte_7_Tage"""
Altena,6
Balve,0
Halver,3
Hemer,8
Herscheid,2
Iserlohn,19
Kierspe,5
Lüdenscheid,27
Meinerzhagen,11
Menden,3
Nachrodt-Wiblingwerde,1
Neuenrade,1
Plettenberg,9
Schalksmühle,0
Werdohl,24
