,"""Infizierte_7_Tage"""
Altena,7
Balve,0
Halver,3
Hemer,7
Herscheid,1
Iserlohn,19
Kierspe,2
Lüdenscheid,17
Meinerzhagen,13
Menden,4
Nachrodt-Wiblingwerde,1
Neuenrade,2
Plettenberg,8
Schalksmühle,0
Werdohl,12
