,"""Infizierte_7_Tage"""
Altena,13
Balve,1
Halver,6
Hemer,34
Herscheid,6
Iserlohn,85
Kierspe,19
Lüdenscheid,76
Meinerzhagen,14
Menden,21
Nachrodt-Wiblingwerde,3
Neuenrade,8
Plettenberg,45
Schalksmühle,2
Werdohl,23
