,"""Infizierte_7_Tage"""
Altena,4
Balve,0
Halver,2
Hemer,3
Herscheid,0
Iserlohn,23
Kierspe,5
Lüdenscheid,44
Meinerzhagen,17
Menden,2
Nachrodt-Wiblingwerde,1
Neuenrade,3
Plettenberg,5
Schalksmühle,0
Werdohl,44
