,"""Infizierte_7_Tage"""
Altena,4
Balve,0
Halver,0
Hemer,10
Herscheid,0
Iserlohn,28
Kierspe,4
Lüdenscheid,26
Meinerzhagen,1
Menden,16
Nachrodt-Wiblingwerde,4
Neuenrade,8
Plettenberg,6
Schalksmühle,0
Werdohl,19
