,"""Infizierte_7_Tage"""
Altena,79
Balve,14
Halver,22
Hemer,128
Herscheid,6
Iserlohn,312
Kierspe,19
Lüdenscheid,181
Meinerzhagen,47
Menden,100
Nachrodt-Wiblingwerde,30
Neuenrade,22
Plettenberg,59
Schalksmühle,36
Werdohl,36
