,"""Infizierte_7_Tage"""
Altena,8
Balve,6
Halver,23
Hemer,7
Herscheid,4
Iserlohn,57
Kierspe,7
Lüdenscheid,51
Meinerzhagen,12
Menden,24
Nachrodt-Wiblingwerde,2
Neuenrade,2
Plettenberg,21
Schalksmühle,2
Werdohl,10
