,"""Infizierte_7_Tage"""
Altena,22
Balve,8
Halver,12
Hemer,41
Herscheid,4
Iserlohn,134
Kierspe,51
Lüdenscheid,114
Meinerzhagen,28
Menden,62
Nachrodt-Wiblingwerde,6
Neuenrade,19
Plettenberg,32
Schalksmühle,3
Werdohl,49
