,"""Infizierte_7_Tage"""
Altena,0
Balve,0
Halver,0
Hemer,0
Herscheid,0
Iserlohn,0
Kierspe,1
Lüdenscheid,7
Meinerzhagen,2
Menden,4
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,1
Schalksmühle,0
Werdohl,3
