,"""Infizierte_7_Tage"""
Altena,11
Balve,10
Halver,20
Hemer,35
Herscheid,10
Iserlohn,67
Kierspe,17
Lüdenscheid,84
Meinerzhagen,15
Menden,43
Nachrodt-Wiblingwerde,5
Neuenrade,3
Plettenberg,31
Schalksmühle,11
Werdohl,9
