,"""Infizierte_7_Tage"""
Altena,12
Balve,1
Halver,0
Hemer,21
Herscheid,2
Iserlohn,52
Kierspe,8
Lüdenscheid,55
Meinerzhagen,8
Menden,18
Nachrodt-Wiblingwerde,5
Neuenrade,12
Plettenberg,33
Schalksmühle,0
Werdohl,25
