,"""Infizierte_7_Tage"""
Altena,5
Balve,5
Halver,21
Hemer,7
Herscheid,6
Iserlohn,64
Kierspe,8
Lüdenscheid,55
Meinerzhagen,11
Menden,23
Nachrodt-Wiblingwerde,1
Neuenrade,3
Plettenberg,18
Schalksmühle,2
Werdohl,8
