,"""Infizierte_7_Tage"""
Altena,9
Balve,5
Halver,32
Hemer,52
Herscheid,22
Iserlohn,83
Kierspe,36
Lüdenscheid,97
Meinerzhagen,27
Menden,49
Nachrodt-Wiblingwerde,3
Neuenrade,16
Plettenberg,27
Schalksmühle,5
Werdohl,18
