,"""Infizierte_7_Tage"""
Altena,83
Balve,34
Halver,83
Hemer,136
Herscheid,26
Iserlohn,249
Kierspe,94
Lüdenscheid,308
Meinerzhagen,105
Menden,117
Nachrodt-Wiblingwerde,26
Neuenrade,36
Plettenberg,71
Schalksmühle,36
Werdohl,64
