,"""Infizierte_7_Tage"""
Altena,109
Balve,19
Halver,49
Hemer,126
Herscheid,9
Iserlohn,283
Kierspe,33
Lüdenscheid,253
Meinerzhagen,51
Menden,83
Nachrodt-Wiblingwerde,21
Neuenrade,17
Plettenberg,63
Schalksmühle,38
Werdohl,43
