,"""Infizierte_7_Tage"""
Altena,217
Balve,119
Halver,400
Hemer,738
Herscheid,130
Iserlohn,1808
Kierspe,420
Lüdenscheid,1442
Meinerzhagen,457
Menden,1031
Nachrodt-Wiblingwerde,109
Neuenrade,134
Plettenberg,455
Schalksmühle,188
Werdohl,326
