,"""Infizierte_7_Tage"""
Altena,39
Balve,16
Halver,69
Hemer,68
Herscheid,22
Iserlohn,189
Kierspe,157
Lüdenscheid,243
Meinerzhagen,65
Menden,103
Nachrodt-Wiblingwerde,11
Neuenrade,16
Plettenberg,31
Schalksmühle,19
Werdohl,48
