,"""Infizierte_7_Tage"""
Altena,80
Balve,22
Halver,99
Hemer,105
Herscheid,29
Iserlohn,350
Kierspe,50
Lüdenscheid,380
Meinerzhagen,80
Menden,145
Nachrodt-Wiblingwerde,14
Neuenrade,23
Plettenberg,122
Schalksmühle,31
Werdohl,65
