,"""Infizierte_7_Tage"""
Altena,54
Balve,22
Halver,21
Hemer,118
Herscheid,5
Iserlohn,244
Kierspe,20
Lüdenscheid,178
Meinerzhagen,43
Menden,94
Nachrodt-Wiblingwerde,14
Neuenrade,12
Plettenberg,59
Schalksmühle,17
Werdohl,33
