,"""Infizierte_7_Tage"""
Altena,64
Balve,34
Halver,124
Hemer,140
Herscheid,27
Iserlohn,498
Kierspe,70
Lüdenscheid,413
Meinerzhagen,171
Menden,193
Nachrodt-Wiblingwerde,33
Neuenrade,41
Plettenberg,157
Schalksmühle,59
Werdohl,97
