,"""Infizierte_7_Tage"""
Altena,7
Balve,8
Halver,34
Hemer,45
Herscheid,14
Iserlohn,97
Kierspe,51
Lüdenscheid,94
Meinerzhagen,20
Menden,47
Nachrodt-Wiblingwerde,6
Neuenrade,18
Plettenberg,27
Schalksmühle,10
Werdohl,20
