,"""Infizierte_7_Tage"""
Altena,1
Balve,0
Halver,2
Hemer,7
Herscheid,0
Iserlohn,21
Kierspe,6
Lüdenscheid,26
Meinerzhagen,5
Menden,8
Nachrodt-Wiblingwerde,0
Neuenrade,0
Plettenberg,6
Schalksmühle,0
Werdohl,9
