,"""Infizierte_7_Tage"""
Altena,221
Balve,131
Halver,282
Hemer,800
Herscheid,95
Iserlohn,1819
Kierspe,360
Lüdenscheid,1492
Meinerzhagen,472
Menden,1149
Nachrodt-Wiblingwerde,117
Neuenrade,234
Plettenberg,443
Schalksmühle,124
Werdohl,390
