,"""Infizierte_7_Tage"""
Altena,83
Balve,33
Halver,78
Hemer,135
Herscheid,21
Iserlohn,246
Kierspe,85
Lüdenscheid,306
Meinerzhagen,93
Menden,124
Nachrodt-Wiblingwerde,22
Neuenrade,36
Plettenberg,67
Schalksmühle,37
Werdohl,67
